input,input,input,input,input,input,input,input,input,input,input,input,input,input,output
248,255,3568704,3568718,63,12,14,7202,104,127,1648,80,1.7993,0.204,6
847,858,3658081,3658092,84,15,11,8532,83,118,1646,80,1.9243,0.23,6
953,962,3681237,3681252,79,12,15,8132,86,124,1646,80,1.8976,0.2469,6
532,542,3706296,3706306,66,14,10,7519,97,132,1646,80,1.8195,0.2061,6
253,279,3802023,3802044,350,31,25,37664,78,134,1648,80,2.5441,0.8355,6
63,73,3947227,3947239,85,11,12,9693,95,133,1648,80,1.9294,0.2288,6
389,404,4072432,4072440,82,16,9,9431,100,127,1648,80,1.9138,0.2288,6
576,583,4235272,4235283,60,11,11,6887,102,127,1648,80,1.7781,0.1822,6
93,103,4630871,4630888,108,17,17,12886,102,135,1648,80,2.0334,0.2928,6
395,404,4726828,4726836,57,10,8,6684,101,136,1646,80,1.7559,0.1773,6
61,67,799291,799301,34,8,10,2588,61,95,1690,211,1.5315,0.1659,6
1538,1562,830518,830524,51,25,11,4561,77,103,1686,211,1.7076,0.2583,6
477,488,1134907,1134921,116,18,14,11801,64,134,1692,143,2.0645,0.2712,6
965,975,1219062,1219077,79,17,15,10188,115,149,1682,143,1.8976,0.266,6
1474,1489,1248833,1248844,114,18,12,13680,101,141,1694,60,2.0569,0.286,6
933,941,271824,271831,38,9,7,3963,85,119,1696,100,1.5798,0.1622,6
1135,1141,287964,287972,32,9,8,3772,105,133,1698,100,1.5051,0.1551,6
1179,1185,496422,496428,25,6,6,2918,105,133,1694,100,1.3979,0.1449,6
976,985,733668,733675,45,10,7,4664,86,126,1694,100,1.6532,0.1687,6
611,625,468991,469023,223,31,32,25800,106,130,1626,70,2.3483,0.7254,6
1441,1450,492452,492461,62,12,9,6582,91,124,1626,70,1.7924,0.1862,6
359,370,652992,653004,84,13,12,9522,87,134,1628,70,1.9243,0.2432,6
1224,1237,812031,812044,137,16,13,14536,81,128,1626,70,2.1367,0.2914,6
729,742,832264,832282,148,21,19,15761,96,117,1626,70,2.1703,0.3882,6
869,877,899390,899399,52,9,9,5483,91,119,1626,70,1.716,0.1773,6
1009,1020,1067161,1067171,68,14,10,7634,96,132,1624,70,1.8325,0.2173,6
1410,1420,1164921,1164931,60,12,10,6342,88,124,1624,70,1.7781,0.2061,6
1515,1528,1206028,1206040,113,14,12,10683,75,110,1624,70,2.0531,0.2739,6
386,394,1304617,1304626,51,10,9,5795,100,133,1624,70,1.7076,0.1773,6
1267,1278,1340865,1340875,70,12,10,7890,91,131,1624,70,1.8451,0.2173,6
1065,1075,1379196,1379206,66,13,10,7502,98,135,1624,70,1.8195,0.2061,6
1297,1308,1439661,1439674,104,16,13,12367,110,132,1626,70,2.017,0.257,6
101,114,1467096,1467110,140,18,14,15073,90,127,1624,70,2.1461,0.3097,6
924,935,1519112,1519120,64,14,8,6913,94,121,1624,70,1.8062,0.1934,6
993,1004,1589161,1589168,57,12,7,6528,103,126,1626,70,1.7559,0.1822,6
996,1009,1627293,1627306,114,16,14,12284,79,126,1626,70,2.0569,0.2914,6
984,994,1802170,1802178,58,10,8,6651,99,134,1628,70,1.7634,0.1852,6
586,616,1862942,1862979,767,42,37,55228,12,134,1624,70,2.8848,0.9954,6
1215,1223,1940686,1940699,66,10,13,7467,101,123,1624,70,1.8195,0.2105,6
990,998,1973168,1973176,59,8,8,6543,93,122,1622,70,1.7708,0.1696,6
1233,1245,2093622,2093633,93,14,11,10797,91,134,1696,85,1.9685,0.2432,6
853,862,15184,15196,84,11,12,10694,102,150,1696,85,1.9243,0.215,6
1123,1140,34172,34180,76,18,8,10680,130,150,1698,85,1.8808,0.2482,6
965,975,71777,71788,63,16,12,9037,136,156,1696,85,1.7993,0.2173,6
806,815,1204128,1204136,52,10,8,5328,83,124,1352,80,1.716,0.1773,6
726,738,1286481,1286491,84,12,10,8949,84,125,1352,80,1.9243,0.2288,6
770,780,1608591,1608609,121,14,18,12773,91,124,1354,80,2.0828,0.3068,6
893,902,1664446,1664455,61,11,9,6682,92,133,1356,80,1.7853,0.1862,6
559,571,1975680,1975691,75,15,11,8166,89,140,1352,80,1.8751,0.2432,6
919,928,2702154,2702164,72,14,10,7551,82,132,1356,80,1.8573,0.1954,6
895,904,10343919,10343928,50,11,9,6005,112,127,1360,40,1.699,0.1862,6
312,322,10391495,10391507,88,13,12,9643,91,126,1358,40,1.9445,0.2288,6
1145,1159,10507433,10507445,107,15,12,12374,104,126,1358,40,2.0294,0.2901,6
681,692,564704,564721,147,17,17,14809,78,118,1358,50,2.1673,0.3168,6
771,778,1264388,1264403,84,9,15,9968,107,133,1358,50,1.9243,0.2116,6
755,761,1362991,1362998,32,6,7,3355,98,111,1358,50,1.5051,0.1499,6
735,746,1759941,1759951,62,11,10,6884,93,127,1360,50,1.7924,0.2173,6
338,348,393428,393468,273,31,40,29865,93,125,1376,40,2.4362,0.6574,6
496,527,3889348,3889402,1176,67,60,117153,56,124,1668,40,3.0704,0.9999,6
1259,1302,3928519,3928612,2400,96,95,260185,69,132,1664,40,3.3802,1,6
734,747,3980510,3980528,177,18,18,19435,91,126,1666,40,2.248,0.3882,6
733,740,4022585,4022595,61,10,10,6588,91,119,1668,40,1.7853,0.1753,6
1110,1126,4349724,4349745,220,19,21,27851,115,140,1666,40,2.3424,0.556,6
282,291,455871,455881,67,11,10,7391,96,125,1374,40,1.8261,0.1954,6
572,584,228293,228336,341,39,43,44484,121,140,1362,40,2.5327,0.8061,6
522,528,281944,281958,57,8,14,6661,110,125,1362,40,1.7559,0.1892,6
1038,1047,603596,603608,80,12,12,9136,100,133,1358,40,1.9031,0.215,6
575,587,1279980,1279991,111,15,11,11861,84,124,1362,40,2.0453,0.2432,6
803,814,135392,135403,98,14,11,10137,84,126,1358,200,1.9912,0.23,6
1145,1157,2613103,2613123,168,15,20,19901,105,135,1362,40,2.2253,0.3977,6
371,385,2794886,2794911,172,24,25,19549,105,125,1362,40,2.2355,0.5789,6
355,378,2820561,2820612,631,46,51,68349,91,133,1364,40,2.8,0.997,6
362,388,2839568,2839625,1015,49,59,105560,76,132,1364,40,3.0065,0.9996,6
228,253,3458746,3458793,561,57,50,60112,61,124,1362,40,2.749,0.997,6
787,1316,3544454,3544490,8391,609,343,991612,103,140,1364,40,3.9238,1,6
395,419,4680348,4680372,158,65,39,18480,111,126,1364,40,2.1987,0.8612,6
1338,1346,7851,7865,60,13,14,5577,86,102,1366,185,1.7781,0.2195,6
10,17,783146,783156,51,10,10,5141,93,116,1364,185,1.7076,0.1753,6
1221,1232,87916,87927,90,17,11,9216,85,124,1362,175,1.9542,0.23,6
751,763,424082,424112,212,38,32,23916,90,125,1358,175,2.3263,0.5951,6
1289,1305,534066,534095,217,60,39,26032,108,133,1360,175,2.3365,0.7462,6
1015,1023,639490,639507,81,17,17,10095,113,143,1362,175,1.9085,0.2482,6
693,705,697863,697905,239,30,43,27364,100,126,1360,175,2.3784,0.7933,6
979,992,724192,724202,59,15,11,7330,112,141,1360,175,1.7708,0.2408,6
950,957,852041,852053,63,9,12,7758,115,141,1360,175,1.7993,0.1892,6
1044,1054,950109,950148,215,28,39,25269,105,134,1360,175,2.3324,0.6422,6
98,164,189519,189532,350,107,39,46379,125,143,1364,100,2.5441,0.976,6
1131,1159,288152,288161,112,44,16,14403,120,141,1364,100,2.0492,0.417,6
125,149,356611,356625,170,39,20,22467,123,141,1362,100,2.2304,0.556,6
81,109,373946,373961,153,58,29,19616,118,143,1362,100,2.1847,0.6868,6
157,179,395408,395420,140,43,13,17898,118,141,1360,100,2.1461,0.4366,6
159,194,413476,413490,168,53,30,21548,120,143,1362,100,2.2253,0.7776,6
239,282,505112,505127,226,64,33,28906,120,141,1360,100,2.3541,0.9076,6
315,341,530471,530483,116,32,19,14912,121,142,1360,100,2.0645,0.5162,6
305,318,551913,551924,104,18,12,11469,97,126,1360,100,2.017,0.257,6
309,320,574196,574216,156,17,20,15848,74,127,1362,100,2.1931,0.3663,6
187,203,594752,594771,136,50,27,17433,119,143,1364,100,2.1335,0.5029,6
311,323,618457,618502,377,33,45,36933,59,132,1364,100,2.5763,0.8299,6
1318,1329,2287245,2287276,224,25,31,22017,77,126,1364,100,2.3503,0.5642,6
1293,1304,3626796,3626816,163,18,20,16916,83,126,1362,50,2.2122,0.3663,6
794,806,2294295,2294312,172,14,18,19457,91,134,1360,40,2.2355,0.3419,6
1215,1232,1545468,1545486,184,42,22,22708,115,135,1628,120,2.2648,0.5063,6
822,842,820681,820708,304,30,28,34001,85,133,1360,175,2.4829,0.8299,6
1283,1297,324225,324243,140,22,19,16020,105,126,1358,40,2.1461,0.417,6
749,768,337093,337112,262,21,19,29349,88,133,1360,40,2.4183,0.5967,6
1120,1141,350893,350910,261,27,17,29526,88,132,1356,40,2.4166,0.5903,6
1192,1205,521912,521925,101,22,13,11601,108,125,1356,40,2.0043,0.2914,6
498,509,261713,261732,144,17,19,15785,88,132,1356,40,2.1584,0.3494,6
354,370,409908,409918,116,19,10,12174,82,126,1360,40,2.0645,0.2792,6
860,883,61614,61648,563,36,34,58906,83,133,1306,40,2.7505,0.9608,6
581,652,148364,148463,3187,208,198,336567,87,127,1306,40,3.5034,1,6
1214,1227,365205,365227,210,20,22,21547,70,127,1308,40,2.3222,0.4729,6
818,829,657566,657580,112,13,14,12587,86,133,1306,40,2.0492,0.2712,6
19,28,877413,877428,114,14,15,11442,81,125,1306,40,2.0569,0.2469,6
71,86,1119116,1119168,446,43,52,48231,96,127,1308,40,2.6493,0.9603,6
262,274,849219,849235,139,15,16,14610,71,126,1690,120,2.143,0.3241,6
112,127,33720,33737,178,16,17,17274,69,125,1692,80,2.2504,0.4219,6
118,133,125813,125827,128,17,15,14234,87,133,1692,80,2.1072,0.3509,6
559,592,274608,274631,460,52,41,54324,103,134,1694,80,2.6628,0.9546,6
181,191,398801,398815,112,15,14,11998,87,126,1794,80,2.0492,0.2532,6
1494,1506,547500,547511,102,15,11,9367,77,110,1696,80,2.0086,0.2432,6
1539,1556,625496,625516,260,24,20,21865,52,110,1692,80,2.415,0.5626,6
1348,1360,662867,662880,106,16,14,10152,73,124,1696,80,2.0253,0.2739,6
763,780,677184,677200,178,20,16,17592,50,126,1694,80,2.2504,0.4498,6
189,232,712491,712528,561,106,62,75006,120,150,1694,80,2.749,0.9998,6
1641,1664,769086,769100,186,35,18,19132,87,125,1694,80,2.2695,0.5329,6
1372,1388,784148,784164,131,22,17,16983,118,142,1694,80,2.1173,0.4235,6
91,178,815573,815711,3234,198,207,348957,75,141,1692,80,3.5097,1,6
161,317,830128,830232,4663,709,425,606744,115,156,1694,80,3.6687,1,6
284,335,841077,841149,1095,192,134,142791,117,150,1694,80,3.0394,1,6
174,222,884609,884631,505,83,41,56864,97,127,1694,80,2.7033,0.9935,6
90,131,906500,906534,571,58,43,62823,73,252,1692,80,2.7566,0.9993,6
195,225,921071,921130,790,103,83,104560,119,149,1692,80,2.8976,0.9999,6
73,110,939291,939346,903,76,83,100112,91,134,1694,80,2.9557,1,6
95,127,961065,961092,551,44,27,53142,56,128,1692,80,2.7411,0.9769,6
174,203,1008474,1008502,328,69,41,37200,101,126,1692,80,2.5159,0.9676,6
57,81,1022956,1022976,270,31,25,31583,95,135,1694,80,2.4314,0.7659,6
293,314,1044255,1044283,210,41,29,27761,119,148,1694,80,2.3222,0.8705,6
387,403,1349016,1349036,231,25,20,23488,65,126,1694,80,2.3636,0.5296,6
1203,1218,75224,75234,109,18,11,11425,71,133,1684,70,2.0374,0.266,6
630,649,96205,96225,254,26,20,28955,89,135,1684,70,2.4048,0.6268,6
888,900,172100,172111,105,15,11,10269,59,126,1686,70,2.0212,0.2432,6
1111,1126,238390,238406,166,17,16,16566,61,134,1686,70,2.2201,0.3977,6
1272,1286,290640,290652,125,15,12,12560,61,125,1688,70,2.0969,0.2901,6
832,856,310567,310597,335,39,31,35066,82,127,1690,70,2.525,0.9419,6
671,682,334988,335000,101,12,12,11471,81,140,1690,70,2.0043,0.2432,6
1073,1088,433186,433198,143,15,12,14669,61,127,1686,70,2.1553,0.3068,6
1121,1135,507537,507548,114,17,11,11979,67,132,1688,70,2.0569,0.2712,6
567,580,532545,532556,110,16,11,11890,75,140,1690,70,2.0414,0.257,6
1210,1222,563227,563239,114,14,12,12063,79,127,1688,70,2.0569,0.2583,6
1031,1045,621518,621530,115,15,12,11562,68,127,1688,70,2.0607,0.2901,6
1128,1141,643180,643193,124,17,13,13135,81,127,1686,70,2.0934,0.2914,6
1077,1090,699354,699365,114,15,11,11778,71,132,1690,70,2.0569,0.257,6
1034,1047,778450,778465,132,16,15,13800,68,140,1688,70,2.1206,0.3285,6
604,621,850713,850745,282,37,33,33577,61,159,1688,70,2.4502,0.8336,6
1598,1610,1569522,1569536,125,14,14,12047,73,125,1688,70,2.0969,0.2901,6
1611,1629,1720569,1720592,263,25,23,24172,59,124,1688,70,2.42,0.6781,6
1457,1466,1928741,1928773,192,24,32,19002,82,125,1688,70,2.2833,0.4763,6
1065,1078,1955642,1955655,121,18,14,12705,65,150,1688,70,2.0828,0.2914,6
1619,1637,2051872,2051892,248,18,20,22134,53,124,1692,70,2.3944,0.5951,6
1449,1461,2083961,2083975,108,17,14,10704,69,127,1690,70,2.0334,0.2901,6
1630,1644,2115318,2115330,115,17,12,10115,67,116,1690,70,2.0607,0.2901,6
1588,1610,3353146,3353173,408,30,27,37889,57,125,1690,70,2.6107,0.8749,6
1069,1101,49572,49595,463,37,24,53525,97,132,1358,40,2.6656,0.9474,6
909,918,340224,340244,121,12,20,14047,97,134,1356,40,2.0828,0.3068,6
896,904,726664,726679,75,16,15,9062,104,132,1356,40,1.8751,0.2288,6
896,904,801872,801889,65,12,17,7974,113,135,1354,40,1.8129,0.2482,6
581,594,55732,55743,108,14,11,11169,77,127,1322,40,2.0334,0.257,6
1245,1254,964339,964360,133,16,21,14874,105,125,1322,40,2.1239,0.3197,6
1160,1168,1225386,1225405,63,21,19,7273,107,126,1320,40,1.7993,0.2686,6
778,786,1281918,1281928,50,10,10,5867,105,132,1324,40,1.699,0.1852,6
1157,1164,1331507,1331522,62,13,15,7312,109,127,1322,40,1.7924,0.2116,6
476,493,185445,185462,204,27,21,21661,98,116,1696,60,2.3096,0.4779,6
778,800,534067,534079,104,31,17,10675,89,124,1368,80,2.017,0.4366,6
1268,1285,571986,572004,196,23,18,18986,82,118,1368,80,2.2923,0.5063,6
377,434,1171429,1171441,181,83,34,23075,113,151,1370,80,2.2577,0.9272,6
391,420,1312199,1312217,129,48,35,16308,112,150,1368,80,2.1106,0.8123,6
691,713,1446060,1446073,143,39,24,15000,93,119,1366,80,2.1553,0.4729,6
227,256,1593586,1593597,126,51,36,15951,112,148,1368,80,2.1004,0.5279,6
174,205,1775809,1775815,110,32,17,13904,111,149,1368,80,2.0414,0.3154,6
1038,1051,2506147,2506159,101,16,12,10318,74,124,1364,80,2.0043,0.2739,6
1069,1092,2685547,2685564,181,38,25,17588,82,124,1362,80,2.2577,0.6438,6
1066,1088,2750749,2750765,122,31,23,11743,82,116,1364,80,2.0864,0.5822,6
1068,1085,2783339,2783352,105,24,15,10605,90,124,1364,80,2.0212,0.3678,6
1069,1090,2993390,2993405,113,40,21,10613,82,116,1364,80,2.0531,0.5212,6
1065,1083,3029617,3029632,155,27,17,14896,83,126,1364,80,2.1903,0.4465,6
1177,1195,3120281,3120291,107,27,11,10136,81,126,1364,80,2.0294,0.3068,6
1219,1234,3134228,3134249,118,32,21,12348,78,132,1364,80,2.0719,0.5212,6
1065,1084,3160062,3160080,147,26,24,14121,85,124,1364,80,2.1673,0.5659,6
1065,1088,3203535,3203555,147,43,30,14312,84,124,1364,80,2.1673,0.7411,6
1065,1080,3232524,3232534,105,21,12,10284,85,111,1362,80,2.0212,0.266,6
1063,1083,3257887,3257901,102,27,15,9714,84,116,1362,80,2.0086,0.463,6
1061,1085,3326735,3326756,161,44,39,15643,85,124,1362,80,2.2068,0.7933,6
1057,1084,3373856,3373874,168,44,26,16835,86,125,1364,80,2.2253,0.7729,6
1060,1080,3402848,3402864,125,29,20,11804,81,108,1364,80,2.0969,0.5296,6
1061,1082,3420976,3420988,118,28,16,11084,82,111,1366,80,2.0719,0.417,6
1058,1084,3522485,3522508,196,38,27,19028,84,117,1364,80,2.2923,0.8778,6
1306,1322,3632953,3632989,308,44,44,29612,82,125,1364,80,2.4885,0.8612,6
309,342,3744532,3744552,274,46,29,31551,101,133,1364,80,2.4378,0.9157,6
1059,1080,3787187,3787204,129,40,24,12571,84,124,1364,80,2.1106,0.5903,6
1087,1103,3814057,3814076,194,28,23,22254,101,132,1364,80,2.2878,0.5029,6
1040,1078,3967177,3967197,313,72,35,37460,106,135,1366,80,2.4955,0.9549,6
1041,1059,3981657,3981677,114,31,24,13292,104,132,1364,80,2.0569,0.5951,6
1078,1098,3996148,3996170,152,37,35,17532,100,132,1364,80,2.1818,0.7147,6
1043,1061,4019353,4019368,117,23,17,11880,89,118,1362,80,2.0682,0.4465,6
1031,1056,4348498,4348516,146,44,28,16861,102,134,1362,80,2.1644,0.7281,6
1056,1077,4364066,4364076,106,35,22,10747,89,116,1362,80,2.0253,0.3509,6
1116,1151,4387848,4387862,175,53,32,20658,104,134,1364,80,2.243,0.7776,6
1043,1076,4399271,4399296,208,64,49,23267,96,133,1364,80,2.3181,0.9703,6
1097,1114,4413249,4413282,238,62,41,27036,96,134,1362,80,2.3766,0.8488,6
197,263,4458892,4458905,385,72,37,45215,103,135,1364,80,2.5855,0.976,6
1103,1122,4474894,4474920,289,57,33,33682,99,134,1366,80,2.4609,0.7822,6
1067,1103,4532922,4532948,364,99,60,41956,99,133,1358,100,2.5611,0.9856,6
659,686,4194670,4194684,169,47,27,20262,107,135,1356,100,2.2279,0.6236,6
981,992,467888,467902,102,16,14,12417,115,132,1356,40,2.0086,0.2712,6
1120,1145,2530763,2530797,574,35,35,64288,89,126,1358,40,2.7589,0.9747,6
550,567,4625112,4625136,194,26,24,21649,99,126,1360,40,2.2878,0.6693,6
758,785,4758137,4758179,780,47,45,84630,77,127,1362,40,2.8921,0.9961,6
634,655,5303273,5303295,336,30,25,35912,79,127,1362,40,2.5263,0.7436,6
1085,1098,5464636,5464649,129,15,13,15121,101,134,1362,40,2.1106,0.2914,6
1134,1145,5798193,5798213,143,20,21,16538,104,134,1362,40,2.1553,0.3663,6
576,588,5916473,5916489,141,15,16,15515,99,126,1360,40,2.1492,0.3241,6
1152,1167,6571361,6571375,133,19,14,15524,107,127,1362,40,2.1239,0.3509,6
609,621,6791894,6791907,101,16,13,11579,101,127,1362,40,2.0043,0.2739,6
701,717,7156447,7156460,147,20,13,16975,104,132,1360,40,2.1673,0.3479,6
345,360,7203465,7203481,163,21,16,18644,99,127,1360,40,2.2122,0.3977,6
651,666,11150448,11150470,238,23,22,25516,78,127,1364,40,2.3766,0.5461,6
889,921,12438460,12438491,699,38,32,79690,78,132,1360,40,2.8445,0.99,6
1094,1124,12806495,12806520,571,37,25,58587,63,127,1362,40,2.7566,0.9519,6
6,15,966898,966930,176,25,32,21321,104,141,1358,70,2.2455,0.4763,6
14,24,1346926,1346954,142,23,28,18238,100,151,1358,70,2.1523,0.463,6
1122,1134,313348,313360,119,16,12,10350,56,111,1362,80,2.0756,0.2583,6
1321,1332,1554743,1554761,123,20,19,11278,79,108,1362,80,2.0899,0.3329,6
1161,1170,2520749,2520772,162,14,23,14626,73,124,1360,80,2.2095,0.3464,6
597,614,3674102,3674130,349,27,28,30422,50,124,1362,200,2.5428,0.761,6
154,166,3755477,3755492,122,13,15,10893,65,111,1364,200,2.0864,0.3068,6
133,149,3778014,3778041,231,25,27,21300,67,124,1364,200,2.3636,0.7037,6
41,60,3824786,3824807,287,27,23,21603,27,110,1362,200,2.4579,0.6559,6
68,80,3859251,3859266,143,15,15,12193,56,126,1364,200,2.1553,0.3068,6
221,242,3948212,3948253,519,33,41,48309,65,124,1360,200,2.7152,0.9765,6
1111,1121,4032298,4032320,110,20,22,12351,100,127,1354,200,2.0414,0.3663,6
995,1006,4085316,4085344,140,25,28,16076,103,132,1356,200,2.1461,0.5096,6
396,418,4116853,4116868,231,26,16,25096,56,141,1356,200,2.3636,0.5461,6
604,646,4441757,4441811,1035,67,55,97966,46,125,1356,200,3.0149,1,6
